"Name","Live Bytes","Live Objects"
"org.hibernate.dialect.function.VarArgsSQLFunction","32 B (0%)","1 (0%)"
"org.apache.coyote.http11.Http11InputBuffer$SocketInputBuffer","32 B (0%)","2 (0%)"
"org.springframework.context.support.ResourceBundleMessageSource$MessageSourceControl","32 B (0%)","2 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalTimeConverter","32 B (0%)","2 (0%)"
"ch.qos.logback.core.subst.Tokenizer$TokenizerState[]","32 B (0%)","1 (0%)"
"org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData","32 B (0%)","1 (0%)"
"org.springframework.boot.DefaultApplicationArguments$Source","32 B (0%)","1 (0%)"
"org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl","32 B (0%)","2 (0%)"
"org.hibernate.type.WrapperBinaryType","32 B (0%)","1 (0%)"
"java.net.Proxy$Type[]","32 B (0%)","1 (0%)"
"org.apache.logging.log4j.status.StatusLogger$BoundedQueue","32 B (0%)","1 (0%)"
"org.springframework.boot.WebApplicationType[]","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.YearDeserializer","32 B (0%)","1 (0%)"
"org.hibernate.cfg.beanvalidation.GroupsPerOperation$Operation[]","32 B (0%)","1 (0%)"
"java.util.regex.Pattern$Qtype[]","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToInstantConverter","32 B (0%)","2 (0%)"
"org.hibernate.validator.internal.metadata.core.ConstraintHelper$ValidatorDescriptorMap","32 B (0%)","2 (0%)"
"org.hibernate.type.LocaleType","32 B (0%)","1 (0%)"
"org.hibernate.metamodel.internal.AttributeFactory$ValueContext$ValueClassification[]","32 B (0%)","1 (0%)"
"org.hibernate.type.LocalDateTimeType","32 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind[]","32 B (0%)","1 (0%)"
"org.hibernate.type.UrlType","32 B (0%)","1 (0%)"
"org.springframework.transaction.annotation.AnnotationTransactionAttributeSource","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.LocalDateTimeDeserializer","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalDateTimeConverter","32 B (0%)","2 (0%)"
"org.thymeleaf.engine.AttributeDefinitions","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer","32 B (0%)","1 (0%)"
"java.util.concurrent.ConcurrentSkipListSet","32 B (0%)","2 (0%)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Accesslog","32 B (0%)","1 (0%)"
"org.h2.table.DataChangeDeltaTable$ResultOption[]","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.InstantFormatter","32 B (0%)","2 (0%)"
"org.springframework.security.config.annotation.web.configurers.DefaultLoginPageConfigurer","32 B (0%)","1 (0%)"
"org.hibernate.type.CharacterNCharType","32 B (0%)","1 (0%)"
"org.hibernate.jpa.internal.util.PersistenceUtilHelper$MetadataCache","32 B (0%)","2 (0%)"
"org.springframework.security.config.http.SessionCreationPolicy[]","32 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.BasicPersistentEntity$$Lambda$691.0x0000000100740440","32 B (0%)","2 (0%)"
"org.hibernate.type.ClassType","32 B (0%)","1 (0%)"
"org.unbescape.html.HtmlEscapeSymbols$References","32 B (0%)","2 (0%)"
"java.nio.channels.spi.AbstractSelector$1","32 B (0%)","2 (0%)"
"java.time.format.ResolverStyle[]","32 B (0%)","1 (0%)"
"org.apache.tomcat.util.descriptor.web.LoginConfig","32 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Servlet","32 B (0%)","1 (0%)"
"org.hibernate.cfg.beanvalidation.HibernateTraversableResolver","32 B (0%)","2 (0%)"
"org.thymeleaf.spring5.processor.SpringOptionInSelectFieldTagProcessor","32 B (0%)","1 (0%)"
"org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer","32 B (0%)","2 (0%)"
"org.springframework.beans.factory.support.BeanDefinitionDefaults","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer","32 B (0%)","1 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotations$Aggregate","32 B (0%)","1 (0%)"
"net.bytebuddy.matcher.ModifierMatcher","32 B (0%)","2 (0%)"
"org.apache.coyote.AbstractProtocol$ConnectionHandler","32 B (0%)","1 (0%)"
"org.hibernate.type.OffsetDateTimeType","32 B (0%)","1 (0%)"
"org.apache.tomcat.util.net.NioChannel$ClosedNioChannel","32 B (0%)","1 (0%)"
"org.springframework.jmx.export.assembler.MetadataMBeanInfoAssembler","32 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.spi.NameQualifierSupport[]","32 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.DefaultParameterNameProvider","32 B (0%)","2 (0%)"
"org.hibernate.validator.internal.util.ExecutableParameterNameProvider","32 B (0%)","2 (0%)"
"org.hibernate.type.CharacterArrayType","32 B (0%)","1 (0%)"
"org.springframework.boot.convert.ArrayToDelimitedStringConverter","32 B (0%)","2 (0%)"
"org.hibernate.loader.BatchFetchStyle[]","32 B (0%)","1 (0%)"
"org.apache.tomcat.util.buf.UDecoder","32 B (0%)","2 (0%)"
"org.springframework.beans.propertyeditors.PatternEditor","32 B (0%)","1 (0%)"
"org.thymeleaf.standard.expression.GenericTokenExpression","32 B (0%)","2 (0%)"
"com.fasterxml.classmate.TypeResolver","32 B (0%)","2 (0%)"
"org.springframework.core.env.MutablePropertySources","32 B (0%)","2 (0%)"
"org.hibernate.type.ByteType","32 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.assign.primitive.PrimitiveTypeAwareAssigner","32 B (0%)","2 (0%)"
"sun.reflect.annotation.AnnotatedTypeFactory$AnnotatedTypeBaseImpl","32 B (0%)","1 (0%)"
"org.hibernate.query.criteria.LiteralHandlingMode[]","32 B (0%)","1 (0%)"
"org.springframework.boot.web.server.Compression","32 B (0%)","1 (0%)"
"org.hibernate.tool.schema.SourceType[]","32 B (0%)","1 (0%)"
"java.util.concurrent.atomic.AtomicReferenceArray","32 B (0%)","2 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$InstantToLongConverter","32 B (0%)","2 (0%)"
"org.springframework.security.web.header.writers.frameoptions.XFrameOptionsHeaderWriter$XFrameOptionsMode[]","32 B (0%)","1 (0%)"
"ch.qos.logback.classic.spi.LoggerContextVO","32 B (0%)","1 (0%)"
"java.util.concurrent.ThreadPoolExecutor$AbortPolicy","32 B (0%)","2 (0%)"
"org.hibernate.type.ObjectType","32 B (0%)","1 (0%)"
"org.hibernate.engine.internal.Nullability$NullabilityCheckType[]","32 B (0%)","1 (0%)"
"ch.qos.logback.core.spi.FilterReply[]","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToOffsetDateTimeConverter","32 B (0%)","2 (0%)"
"org.apache.catalina.connector.RequestFacade","32 B (0%)","2 (0%)"
"org.unbescape.html.HtmlEscapeSymbols$1","32 B (0%)","2 (0%)"
"org.h2.store.FileLockMethod[]","32 B (0%)","1 (0%)"
"org.attoparser.HtmlVoidBodyBlockElement","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToOffsetDateTimeConverter","32 B (0%)","2 (0%)"
"org.hibernate.cfg.AccessType[]","32 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.raw.ConfigurationSource[]","32 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$Version","32 B (0%)","1 (0%)"
"org.hibernate.boot.registry.internal.BootstrapServiceRegistryImpl","32 B (0%)","1 (0%)"
"org.apache.coyote.ErrorState[]","32 B (0%)","1 (0%)"
"java.lang.invoke.VarHandleInts$Array","32 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFragment$StructuralRepositoryFragment","32 B (0%)","2 (0%)"
"jdk.xml.internal.JdkXmlFeatures$XmlFeature[]","32 B (0%)","1 (0%)"
"org.springframework.context.support.DelegatingMessageSource","32 B (0%)","1 (0%)"
"org.springframework.security.core.userdetails.User","32 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler","32 B (0%)","2 (0%)"
"org.springframework.security.crypto.password.Pbkdf2PasswordEncoder$SecretKeyFactoryAlgorithm[]","32 B (0%)","1 (0%)"
"sun.instrument.InstrumentationImpl","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.DateTimeFormatAnnotationFormatterFactory","32 B (0%)","2 (0%)"
"org.hibernate.type.ImageType","32 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.PartTreeJpaQuery$CountQueryPreparer","32 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$Mode[]","32 B (0%)","1 (0%)"
"jdk.internal.reflect.UnsafeQualifiedObjectFieldAccessorImpl","32 B (0%)","1 (0%)"
"net.bytebuddy.matcher.CollectionSizeMatcher","32 B (0%)","2 (0%)"
"org.hibernate.hql.spi.id.local.LocalTemporaryTableBulkIdStrategy","32 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.RedirectAttributesMethodArgumentResolver","32 B (0%)","2 (0%)"
"sun.reflect.annotation.TypeAnnotation[]","32 B (0%)","2 (0%)"
"org.springframework.context.annotation.ConfigurationClassParser$ImportStack","32 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.RequestMappingInfo$BuilderConfiguration","32 B (0%)","1 (0%)"
"org.hibernate.type.DateType","32 B (0%)","1 (0%)"
"org.hibernate.loader.plan.spi.QuerySpace$Disposition[]","32 B (0%)","1 (0%)"
"org.hibernate.type.UUIDCharType","32 B (0%)","1 (0%)"
"org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder","32 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.PartTreeJpaQuery$QueryPreparer","32 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$Form[]","32 B (0%)","1 (0%)"
"net.bytebuddy.NamingStrategy$SuffixingRandom","32 B (0%)","1 (0%)"
"org.hibernate.type.TrueFalseType","32 B (0%)","1 (0%)"
"org.springframework.boot.cloud.CloudPlatform[]","32 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.internal.FormatStyle[]","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.type.TypeBindings","32 B (0%)","1 (0%)"
"org.apache.tomcat.util.http.ConcurrentDateFormat[]","32 B (0%)","1 (0%)"
"org.hibernate.type.CalendarDateType","32 B (0%)","1 (0%)"
"org.apache.logging.log4j.util.PropertySource$Comparator","32 B (0%)","2 (0%)"
"org.hibernate.type.UUIDBinaryType","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$LongToInstantConverter","32 B (0%)","2 (0%)"
"ch.qos.logback.classic.pattern.LevelConverter","32 B (0%)","1 (0%)"
"org.apache.catalina.mapper.Mapper$MappedHost","32 B (0%)","1 (0%)"
"org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver$1","32 B (0%)","1 (0%)"
"org.springframework.core.MethodIntrospector$$Lambda$952.0x0000000100860440","32 B (0%)","2 (0%)"
"com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std","32 B (0%)","1 (0%)"
"org.hibernate.type.BlobType","32 B (0%)","1 (0%)"
"org.hibernate.type.NClobType","32 B (0%)","1 (0%)"
"com.zaxxer.hikari.pool.ProxyLeakTask$1","32 B (0%)","1 (0%)"
"org.hibernate.engine.query.spi.QueryPlanCache","32 B (0%)","1 (0%)"
"org.hibernate.ConnectionReleaseMode[]","32 B (0%)","1 (0%)"
"org.hibernate.metamodel.internal.JpaMetaModelPopulationSetting[]","32 B (0%)","1 (0%)"
"org.hibernate.type.DbTimestampType","32 B (0%)","1 (0%)"
"org.apache.tomcat.util.net.SendfileState[]","32 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.builders.HttpSecurity$RequestMatcherConfigurer","32 B (0%)","1 (0%)"
"org.apache.tomcat.util.threads.LimitLatch$Sync","32 B (0%)","1 (0%)"
"org.apache.tomcat.util.scan.StandardJarScanner","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.JsonFactory$Feature[]","32 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.Removal[]","32 B (0%)","1 (0%)"
"sun.security.rsa.RSAKeyFactory$Legacy","32 B (0%)","2 (0%)"
"org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor","32 B (0%)","1 (0%)"
"org.hibernate.type.FloatType","32 B (0%)","1 (0%)"
"java.util.logging.LogManager$SystemLoggerContext","32 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.OnResourceCondition","32 B (0%)","2 (0%)"
"org.hibernate.type.TimestampType","32 B (0%)","1 (0%)"
"sun.management.jmxremote.LocalRMIServerSocketFactory$1","32 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactorySupport$QueryCollectingQueryCreationListener","32 B (0%)","2 (0%)"
"org.attoparser.config.ParseConfiguration$UniqueRootElementPresence[]","32 B (0%)","1 (0%)"
"ch.qos.logback.classic.pattern.LineSeparatorConverter","32 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.PersistenceExceptionTranslationRepositoryProxyPostProcessor","32 B (0%)","2 (0%)"
"java.lang.module.ModuleDescriptor$Modifier[]","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalTimeConverter","32 B (0%)","2 (0%)"
"org.springframework.format.datetime.standard.YearFormatter","32 B (0%)","2 (0%)"
"ch.qos.logback.core.helpers.CyclicBuffer","32 B (0%)","1 (0%)"
"org.apache.tomcat.util.http.SameSiteCookies[]","32 B (0%)","1 (0%)"
"java.lang.ClassValue$Identity","32 B (0%)","2 (0%)"
"org.springframework.beans.propertyeditors.CustomMapEditor","32 B (0%)","1 (0%)"
"org.springframework.boot.logging.logback.LogbackLoggingSystem$1","32 B (0%)","1 (0%)"
"org.h2.jdbc.JdbcLob$State[]","32 B (0%)","1 (0%)"
"org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform","32 B (0%)","2 (0%)"
"org.hibernate.boot.registry.classloading.internal.TcclLookupPrecedence[]","32 B (0%)","1 (0%)"
"org.hibernate.type.LocalDateType","32 B (0%)","1 (0%)"
"org.springframework.data.jpa.provider.PersistenceProvider$2","32 B (0%)","1 (0%)"
"org.springframework.data.jpa.provider.PersistenceProvider$1","32 B (0%)","1 (0%)"
"org.springframework.data.jpa.provider.PersistenceProvider$3","32 B (0%)","1 (0%)"
"org.h2.engine.Mode$UniqueIndexNullsHandling[]","32 B (0%)","1 (0%)"
"org.springframework.validation.support.BindingAwareModelMap$$Lambda$961.0x0000000100866840","32 B (0%)","2 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToInstantConverter","32 B (0%)","2 (0%)"
"java.util.ResourceBundle$SingleFormatControl","32 B (0%)","2 (0%)"
"org.hibernate.validator.internal.util.ExecutableHelper","32 B (0%)","2 (0%)"
"org.springframework.security.access.expression.DenyAllPermissionEvaluator","32 B (0%)","2 (0%)"
"java.util.regex.Pattern$Behind","32 B (0%)","1 (0%)"
"org.springframework.data.mapping.PreferredConstructor$Parameter[]","32 B (0%)","2 (0%)"
"java.time.temporal.IsoFields$Field[]","32 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.spi.TypeNullability[]","32 B (0%)","1 (0%)"
"sun.nio.ch.Util$2","32 B (0%)","2 (0%)"
"org.h2.constraint.Constraint$Type[]","32 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener","32 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.groups.ValidationOrderGenerator","32 B (0%)","2 (0%)"
"com.app.bank.service.InternalRevenueService","32 B (0%)","2 (0%)"
"org.springframework.boot.convert.DelimitedStringToCollectionConverter","32 B (0%)","2 (0%)"
"org.h2.mvstore.MVMap$Decision[]","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DurationFormatter","32 B (0%)","2 (0%)"
"org.springframework.orm.jpa.support.OpenEntityManagerInViewInterceptor","32 B (0%)","1 (0%)"
"org.springframework.boot.convert.ApplicationConversionService","32 B (0%)","1 (0%)"
"org.apache.coyote.http11.filters.VoidOutputFilter","32 B (0%)","2 (0%)"
"org.springframework.security.web.authentication.SimpleUrlAuthenticationFailureHandler","32 B (0%)","1 (0%)"
"org.h2.constraint.ConstraintActionType[]","32 B (0%)","1 (0%)"
"org.hibernate.type.ShortType","32 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl","32 B (0%)","1 (0%)"
"java.lang.Float","32 B (0%)","2 (0%)"
"org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener","32 B (0%)","1 (0%)"
"java.text.DontCareFieldPosition","32 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.MethodValidationConfiguration$Builder","32 B (0%)","2 (0%)"
"javax.persistence.InheritanceType[]","32 B (0%)","1 (0%)"
"org.hibernate.type.LocalTimeType","32 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$Requires$Modifier[]","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.LocalDateDeserializer","32 B (0%)","1 (0%)"
"org.hibernate.id.IdentityGenerator","32 B (0%)","2 (0%)"
"net.bytebuddy.dynamic.VisibilityBridgeStrategy$Default[]","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalDateConverter","32 B (0%)","2 (0%)"
"org.springframework.cglib.proxy.Callback[]","32 B (0%)","1 (0%)"
"org.thymeleaf.engine.ElementDefinitions","32 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantLock$FairSync","32 B (0%)","1 (0%)"
"org.hibernate.type.LongType","32 B (0%)","1 (0%)"
"org.hibernate.type.NTextType","32 B (0%)","1 (0%)"
"org.springframework.data.repository.util.QueryExecutionConverters$WrapperType$Cardinality[]","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalDateConverter","32 B (0%)","2 (0%)"
"org.apache.coyote.http11.filters.VoidInputFilter","32 B (0%)","2 (0%)"
"org.hibernate.type.BigIntegerType","32 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ErrorProperties","32 B (0%)","1 (0%)"
"org.hibernate.boot.model.convert.internal.AttributeConverterManager$ConversionSite[]","32 B (0%)","1 (0%)"
"org.hibernate.internal.util.MarkerObject","32 B (0%)","2 (0%)"
"org.springframework.data.geo.Metrics[]","32 B (0%)","1 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotations$IsPresent[]","32 B (0%)","1 (0%)"
"java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater","32 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.QueryParameterSetter$BindableQuery","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalDateTimeConverter","32 B (0%)","2 (0%)"
"javax.persistence.DiscriminatorType[]","32 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.Size$LobMultiplier[]","32 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.configuration.WebSecurityConfiguration","32 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentResolver","32 B (0%)","2 (0%)"
"org.hibernate.type.MaterializedNClobType","32 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.ViewNameMethodReturnValueHandler","32 B (0%)","2 (0%)"
"org.hibernate.type.YesNoType","32 B (0%)","1 (0%)"
"javax.persistence.CacheStoreMode[]","32 B (0%)","1 (0%)"
"org.hibernate.event.internal.AbstractFlushingEventListener$$Lambda$973.0x0000000100863840","32 B (0%)","2 (0%)"
"org.hibernate.type.OffsetTimeType","32 B (0%)","1 (0%)"
"org.hibernate.bytecode.internal.bytebuddy.ByteBuddyState$ProxyDefinitionHelpers","32 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.ReflectiveMethodExecutor","32 B (0%)","1 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Recency[]","32 B (0%)","1 (0%)"
"org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar","32 B (0%)","1 (0%)"
"org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType[]","32 B (0%)","1 (0%)"
"org.hibernate.type.TextType","32 B (0%)","1 (0%)"
"javax.persistence.metamodel.Bindable$BindableType[]","32 B (0%)","1 (0%)"
"org.springframework.jmx.support.RegistrationPolicy[]","32 B (0%)","1 (0%)"
"org.apache.logging.log4j.util.PropertiesUtil","32 B (0%)","2 (0%)"
"org.springframework.context.expression.MapAccessor","32 B (0%)","2 (0%)"
"org.springframework.boot.web.servlet.ServletContextInitializer[]","32 B (0%)","1 (0%)"
"org.thymeleaf.engine.IteratedGatheringModelProcessable$IterationWhiteSpaceHandling[]","32 B (0%)","1 (0%)"
"org.hibernate.type.MaterializedBlobType","32 B (0%)","1 (0%)"
"org.springframework.beans.MutablePropertyValues$$Lambda$959.0x0000000100867040","32 B (0%)","2 (0%)"
"org.hibernate.type.NumericBooleanType","32 B (0%)","1 (0%)"
"sun.security.provider.SecureRandom","32 B (0%)","1 (0%)"
"java.nio.ByteOrder","32 B (0%)","2 (0%)"
"org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.MonthDayDeserializer","32 B (0%)","1 (0%)"
"org.springframework.security.access.vote.AffirmativeBased","32 B (0%)","1 (0%)"
"org.springframework.aop.target.SingletonTargetSource","32 B (0%)","2 (0%)"
"org.hibernate.engine.jdbc.internal.JdbcServicesImpl","32 B (0%)","1 (0%)"
"sun.rmi.server.WeakClassHashMap$ValueCell","32 B (0%)","2 (0%)"
"org.springframework.expression.spel.support.ReflectionHelper$ArgumentsMatchKind[]","32 B (0%)","1 (0%)"
"org.springframework.boot.task.TaskSchedulerBuilder","32 B (0%)","1 (0%)"
"ch.qos.logback.classic.jul.LevelChangePropagator","32 B (0%)","1 (0%)"
"org.hibernate.engine.internal.NonNullableTransientDependencies","32 B (0%)","2 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToZonedDateTimeConverter","32 B (0%)","2 (0%)"
"net.bytebuddy.TypeCache$StorageKey","32 B (0%)","1 (0%)"
"org.springframework.expression.spel.SpelCompilerMode[]","32 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.Removal$1","32 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.ReactiveTypeHandler","32 B (0%)","1 (0%)"
"org.hibernate.type.BinaryType","32 B (0%)","1 (0%)"
"org.springframework.boot.jdbc.DataSourceInitializationMode[]","32 B (0%)","1 (0%)"
"org.springframework.security.config.crypto.RsaKeyConversionServicePostProcessor$$Lambda$424.0x00000001003ec440","32 B (0%)","2 (0%)"
"jdk.internal.module.IllegalAccessLogger$Mode[]","32 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.constant.FloatConstant[]","32 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.resolver.JPATraversableResolver","32 B (0%)","2 (0%)"
"org.springframework.security.web.authentication.logout.SimpleUrlLogoutSuccessHandler","32 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.loading.ClassInjector$UsingLookup$Dispatcher$ForJava9CapableVm","32 B (0%)","1 (0%)"
"org.hibernate.type.TimeType","32 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties$Reactive","32 B (0%)","1 (0%)"
"org.springframework.data.projection.DefaultMethodInvokingMethodInterceptor$MethodHandleLookup[]","32 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$AcceptLoop","32 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter","32 B (0%)","1 (0%)"
"org.springframework.util.MimeTypeUtils$ConcurrentLruCache","32 B (0%)","1 (0%)"
"org.hibernate.type.DurationType","32 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyState[]","32 B (0%)","1 (0%)"
"org.apache.catalina.connector.ResponseFacade","32 B (0%)","2 (0%)"
"java.util.regex.Pattern$NotBehind","32 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.EventPublishingRepositoryProxyPostProcessor","32 B (0%)","2 (0%)"
"org.springframework.data.jpa.provider.PersistenceProvider[]","32 B (0%)","1 (0%)"
"org.thymeleaf.util.ProcessorConfigurationUtils$DocTypeProcessorWrapper","32 B (0%)","1 (0%)"
"org.springframework.boot.convert.DelimitedStringToArrayConverter","32 B (0%)","2 (0%)"
"org.hibernate.type.MaterializedClobType","32 B (0%)","1 (0%)"
"org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseType[]","32 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.domain.EntityScanPackages","32 B (0%)","2 (0%)"
"org.springframework.web.servlet.view.BeanNameViewResolver","32 B (0%)","1 (0%)"
"org.apache.tomcat.util.log.UserDataHelper$Config[]","32 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ResourceProperties","32 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.StackSize[]","32 B (0%)","1 (0%)"
"org.springframework.boot.convert.StringToDataSizeConverter","32 B (0%)","2 (0%)"
"net.bytebuddy.dynamic.scaffold.MethodGraph$Node$Sort[]","32 B (0%)","1 (0%)"
"org.hibernate.tuple.GenerationTiming[]","32 B (0%)","1 (0%)"
"org.springframework.boot.env.OriginTrackedMapPropertySource","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.Jsr310DateTimeFormatAnnotationFormatterFactory","32 B (0%)","2 (0%)"
"org.apache.tomcat.websocket.server.WsWriteTimeout","32 B (0%)","1 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalDateTimeConverter","32 B (0%)","2 (0%)"
"org.apache.tomcat.util.net.AbstractEndpoint$BindState[]","32 B (0%)","1 (0%)"
"java.lang.Shutdown$Lock","32 B (0%)","2 (0%)"
"sun.reflect.annotation.AnnotationParser$$Lambda$93.0x000000010017e040","32 B (0%)","1 (0%)"
"org.hibernate.type.TimeZoneType","32 B (0%)","1 (0%)"
"org.hibernate.type.ClobType","32 B (0%)","1 (0%)"
"org.springframework.data.web.config.ProjectingArgumentResolverRegistrar$$EnhancerBySpringCGLIB$$dc3b8c33","32 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$ThreadBoundTargetSource","32 B (0%)","2 (0%)"
"org.springframework.boot.convert.StringToDurationConverter","32 B (0%)","2 (0%)"
"org.hibernate.FlushMode[]","32 B (0%)","1 (0%)"
"org.hibernate.validator.internal.util.TypeResolutionHelper","32 B (0%)","2 (0%)"
"org.springframework.format.number.NumberFormatAnnotationFormatterFactory","32 B (0%)","2 (0%)"
"org.springframework.expression.spel.ast.MethodReference$CachedMethodExecutor","32 B (0%)","1 (0%)"
"org.hibernate.type.CharArrayType","32 B (0%)","1 (0%)"
"org.hibernate.exception.internal.SQLStateConversionDelegate","32 B (0%)","2 (0%)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToInstantConverter","32 B (0%)","2 (0%)"
