"Name","Live Bytes","Live Objects"
"sun.rmi.runtime.Log$$Lambda$51.0x00000001000fc040","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$244.0x00000001002c4840","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.function.support.HandlerFunctionAdapter","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor8","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor9","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor6","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor7","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor4","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor5","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor2","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor3","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$542.0x000000010047bc40","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastRef","16 B (0%)","1 (0%)"
"org.springframework.data.util.NullableUtils$$Lambda$778.0x000000010074c440","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.util.classhierarchy.Filters$WeldProxyFilter","16 B (0%)","1 (0%)"
"org.springframework.security.config.crypto.RsaKeyConversionServicePostProcessor","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.PartTree$Subject$$Lambda$821.0x0000000100777440","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.DurationKeyDeserializer","16 B (0%)","1 (0%)"
"sun.nio.ch.ExtendedSocketOption$1","16 B (0%)","1 (0%)"
"org.springframework.orm.jpa.ExtendedEntityManagerCreator$$Lambda$672.0x0000000100715040","16 B (0%)","1 (0%)"
"sun.reflect.annotation.TypeAnnotation$LocationInfo$Location[]","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebMvcConfiguration","16 B (0%)","1 (0%)"
"java.util.stream.Nodes$EmptyNode$OfInt","16 B (0%)","1 (0%)"
"org.hibernate.internal.TypeLocatorImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBindConstructorProvider","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$500.0x0000000100470c40","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.dialect.internal.StandardDialectResolver","16 B (0%)","1 (0%)"
"org.springframework.objenesis.strategy.StdInstantiatorStrategy","16 B (0%)","1 (0%)"
"org.h2.result.LocalResultFactory$DefaultLocalResultFactory","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.ShortArrayValueExtractor","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.util.ProviderUtil","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.spi.SqlExceptionHelper$1","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.CharTypeDescriptor","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.spi.LoggerRegistry$ConcurrentMapFactory","16 B (0%)","1 (0%)"
"net.bytebuddy.matcher.NegatingMatcher","16 B (0%)","1 (0%)"
"org.hibernate.internal.util.compare.ComparableComparator","16 B (0%)","1 (0%)"
"org.springframework.security.core.authority.mapping.NullAuthoritiesMapper","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Arrays","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationCondition","16 B (0%)","1 (0%)"
"sun.instrument.TransformerManager$TransformerInfo[]","16 B (0%)","1 (0%)"
"org.thymeleaf.EngineConfiguration$TemplateResolverComparator","16 B (0%)","1 (0%)"
"org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter$$Lambda$848.0x0000000100796840","16 B (0%)","1 (0%)"
"com.sun.beans.introspect.MethodInfo$MethodOrder","16 B (0%)","1 (0%)"
"jdk.net.ExtendedSocketOptions$1","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$254.0x00000001002ef040","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactoryBeanSupport$$Lambda$676.0x0000000100714040","16 B (0%)","1 (0%)"
"org.springframework.security.core.context.ThreadLocalSecurityContextHolderStrategy","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.BindResult","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.MapValueExtractor","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$7.0x0000000100061c40","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.internal.DefaultSchemaNameResolver","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy8","16 B (0%)","1 (0%)"
"org.springframework.security.web.util.ThrowableAnalyzer$$Lambda$853.0x0000000100795c40","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda$206.0x000000010028c440","16 B (0%)","1 (0%)"
"org.springframework.boot.web.server.Http2","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.constraintvalidation.ConstraintValidatorManager$1","16 B (0%)","1 (0%)"
"org.hibernate.resource.beans.spi.ManagedBeanRegistryInitiator","16 B (0%)","1 (0%)"
"org.springframework.security.web.csrf.CsrfFilter$DefaultRequiresCsrfMatcher","16 B (0%)","1 (0%)"
"sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter","16 B (0%)","1 (0%)"
"java.util.stream.Nodes$EmptyNode$OfRef","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatter$$Lambda$115.0x00000001001bfc40","16 B (0%)","1 (0%)"
"com.zaxxer.hikari.util.ClockSource$NanosecondClockSource","16 B (0%)","1 (0%)"
"org.hibernate.internal.SessionImpl$$Lambda$995.0x0000000100349c40","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$30.0x00000001000a2040","16 B (0%)","1 (0%)"
"org.hibernate.loader.plan.spi.BidirectionalEntityReference[]","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.websocket.servlet.TomcatWebSocketServletWebServerCustomizer","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$809.0x000000010075a840","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy72","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy73","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy74","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy75","16 B (0%)","1 (0%)"
"java.lang.InheritableThreadLocal","16 B (0%)","1 (0%)"
"ch.qos.logback.core.filter.Filter[]","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy70","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy71","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl_Stub","16 B (0%)","1 (0%)"
"sun.rmi.transport.ObjectTable$$Lambda$69.0x000000010012f840","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy69","16 B (0%)","1 (0%)"
"org.springframework.context.index.CandidateComponentsIndexLoader$$Lambda$191.0x000000010028f840","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration$$Lambda$596.0x00000001004d6040","16 B (0%)","1 (0%)"
"org.thymeleaf.extras.java8time.dialect.Java8TimeExpressionFactory","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy63","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy60","16 B (0%)","1 (0%)"
"org.hibernate.loader.plan.exec.internal.BatchingLoadQueryDetailsFactory","16 B (0%)","1 (0%)"
"org.springframework.boot.task.TaskExecutorBuilder$$Lambda$880.0x00000001007d6c40","16 B (0%)","1 (0%)"
"java.lang.reflect.Proxy$ProxyBuilder$$Lambda$201.0x000000010028d040","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy59","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.YearMonthKeyDeserializer","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy57","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy50","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationFilter$2","16 B (0%)","1 (0%)"
"org.hibernate.exception.internal.SQLExceptionTypeDelegate","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationFilter$1","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$71.0x000000010012f040","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy43","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.aop.AopAutoConfiguration","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$70.0x000000010012fc40","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$3","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.async.TimeoutDeferredResultProcessingInterceptor","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2","16 B (0%)","1 (0%)"
"java.time.format.DateTimeTextProvider","16 B (0%)","1 (0%)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ComponentScanPackageCheck","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer$$Lambda$281.0x0000000100325440","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy18","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy27","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBeanDefinitionValidator","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy28","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy22","16 B (0%)","1 (0%)"
"org.springframework.web.bind.support.DefaultSessionAttributeStore","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy20","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.IntSignature","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy14","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator$CreateSettingSelector","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy17","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy12","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.UriComponentsBuilderMethodArgumentResolver","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy13","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$34.0x00000001000eb840","16 B (0%)","1 (0%)"
"sun.security.provider.DRBG$$Lambda$58.0x00000001000fac40","16 B (0%)","1 (0%)"
"org.springframework.data.util.ProxyUtils$$Lambda$365.0x00000001003a8440","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl","16 B (0%)","1 (0%)"
"org.hibernate.resource.jdbc.internal.ResourceRegistryStandardImpl$$Lambda$674.0x0000000100714840","16 B (0%)","1 (0%)"
"org.springframework.data.web.config.SpringDataJacksonConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.util.LoaderUtil$ThreadContextClassLoaderGetter","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.PostInsertEventListenerStandardImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.PropertyMapper$$Lambda$471.0x0000000100469040","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.TinyIntTypeDescriptor","16 B (0%)","1 (0%)"
"java.util.concurrent.ConcurrentLinkedQueue$$Lambda$997.0x00000001002b4c40","16 B (0%)","1 (0%)"
"org.hibernate.cache.internal.CollectionCacheInvalidator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceInitializationConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.jmx.internal.DisabledJmxServiceImpl","16 B (0%)","1 (0%)"
"org.springframework.web.context.support.WebApplicationContextUtils$WebRequestObjectFactory","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Async","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.Property$$Lambda$717.0x000000010073ec40","16 B (0%)","1 (0%)"
"org.thymeleaf.processor.xmldeclaration.IXMLDeclarationProcessor[]","16 B (0%)","1 (0%)"
"org.springframework.data.repository.config.RepositoryBeanDefinitionBuilder$$Lambda$404.0x00000001003b2440","16 B (0%)","1 (0%)"
"org.h2.compress.CompressLZF","16 B (0%)","1 (0%)"
"org.hibernate.dialect.Dialect$3","16 B (0%)","1 (0%)"
"org.hibernate.dialect.Dialect$2","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.Property$$Lambda$716.0x000000010073e840","16 B (0%)","1 (0%)"
"org.hibernate.dialect.Dialect$1","16 B (0%)","1 (0%)"
"org.hibernate.dialect.Dialect$5","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.DefaultSchemaFilter","16 B (0%)","1 (0%)"
"org.hibernate.dialect.Dialect$4","16 B (0%)","1 (0%)"
"java.lang.Module$$Lambda$203.0x000000010028c840","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$3","16 B (0%)","1 (0%)"
"org.springframework.util.MimeType$SpecificityComparator","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$2","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$1","16 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer","16 B (0%)","1 (0%)"
"java.io.DeleteOnExitHook$1","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.SpringConfigurationPropertySource$$Lambda$130.0x00000001001f0040","16 B (0%)","1 (0%)"
"java.lang.String$CaseInsensitiveComparator","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.QueryTranslatorFactoryInitiator","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.spi.AnsiSqlKeywords","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotatedTypeMetadata$$Lambda$323.0x000000010037a040","16 B (0%)","1 (0%)"
"java.lang.ApplicationShutdownHooks$1","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.DeferredResultMethodReturnValueHandler","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$218.0x0000000100288840","16 B (0%)","1 (0%)"
"org.springframework.security.web.FilterChainProxy$NullFilterChainValidator","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.PreferredConstructor$Parameter$$Lambda$685.0x0000000100712440","16 B (0%)","1 (0%)"
"org.hibernate.cfg.annotations.PropertyBinder$NoValueGeneration","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.jsontype.impl.LaissezFaireSubTypeValidator","16 B (0%)","1 (0%)"
"org.springframework.aop.framework.adapter.AfterReturningAdviceAdapter","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.DefaultBindConstructorProvider","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.CalendarTypeDescriptor$CalendarMutabilityPlan","16 B (0%)","1 (0%)"
"org.springframework.security.web.access.expression.ExpressionBasedFilterInvocationSecurityMetadataSource$RequestVariablesExtractorEvaluationContextPostProcessor","16 B (0%)","1 (0%)"
"org.thymeleaf.context.StandardEngineContextFactory","16 B (0%)","1 (0%)"
"org.hibernate.cache.internal.RegionFactoryInitiator","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$219.0x0000000100288c40","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda$210.0x000000010028b440","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.Enhancer$1","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.util.DefaultPrettyPrinter$FixedSpaceIndenter","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$452.0x0000000100434040","16 B (0%)","1 (0%)"
"org.hibernate.query.spi.QueryParameterBindingValidator","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.extract.internal.SequenceInformationExtractorH2DatabaseImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.JdbcTemplateConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$554.0x000000010047ec40","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.LongVarcharTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotation$$Lambda$95.0x000000010017dc40","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.DefaultGeneratorStrategy","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.ExceptionHandlerLoggedImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration$GitResourceAvailableCondition","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.Mvc","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.JdbcDateTypeDescriptor$DateMutabilityPlan","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceJmxConfiguration","16 B (0%)","1 (0%)"
"jdk.net.ExtendedSocketOptions$PlatformSocketOptions","16 B (0%)","1 (0%)"
"org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$943.0x000000010080ac40","16 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Config$Global$$Lambda$49.0x00000001000fc840","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.ZoneIdKeyDeserializer","16 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathMem","16 B (0%)","1 (0%)"
"org.hibernate.id.factory.internal.MutableIdentifierGeneratorFactoryInitiator","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.LongArrayValueExtractor","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.introspect.AnnotationCollector$NoAnnotations","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskExecutionAutoConfiguration","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Sets","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotation$$Lambda$248.0x00000001002c3840","16 B (0%)","1 (0%)"
"java.net.URL[]","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.LocalDateTimeKeyDeserializer","16 B (0%)","1 (0%)"
"java.time.chrono.IsoChronology","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.AnnotationBasedPersistentProperty$$Lambda$738.0x0000000100744040","16 B (0%)","1 (0%)"
"org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessorMonitor","16 B (0%)","1 (0%)"
"org.hibernate.annotations.common.reflection.XClass$1","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$158.0x000000010020f840","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$67.0x0000000100129040","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.BeanMetaDataImpl$$Lambda$645.0x0000000100658c40","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.LazyLoaderGenerator","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.OffsetDateTimeKeyDeserializer","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.groups.Group","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.NamedParameterJdbcTemplateConfiguration","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$LastNode","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration","16 B (0%)","1 (0%)"
"org.thymeleaf.templateparser.text.CSSTemplateParser","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.security.servlet.SecurityFilterAutoConfiguration$$Lambda$580.0x0000000100482c40","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$8.0x0000000100062040","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.SimpleControllerHandlerAdapter","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.NClobTypeDescriptor$NClobMutabilityPlan","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.NClobTypeDescriptor$3","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.NClobTypeDescriptor$2","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.NClobTypeDescriptor$4","16 B (0%)","1 (0%)"
"org.hibernate.secure.spi.JaccIntegrator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskSchedulingAutoConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.spi.JavaTypeDescriptorRegistry","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.deser.BeanDeserializerModifier[]","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$812.0x0000000100759840","16 B (0%)","1 (0%)"
"org.springframework.web.method.annotation.RequestHeaderMapMethodArgumentResolver","16 B (0%)","1 (0%)"
"org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin","16 B (0%)","1 (0%)"
"org.hibernate.boot.cfgxml.internal.CfgXmlAccessServiceInitiator","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.constraintvalidation.ConstraintValidatorFactoryImpl","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.ClobTypeDescriptor$ClobMutabilityPlan","16 B (0%)","1 (0%)"
"sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.internal.ResultSetWrapperImpl","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.TimeTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.boot.context.logging.LoggingApplicationListener$$Lambda$182.0x0000000100237440","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$237.0x00000001002c6c40","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.DescriptorCache","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor","16 B (0%)","1 (0%)"
"java.util.EnumMap$1","16 B (0%)","1 (0%)"
"sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Aggregates","16 B (0%)","1 (0%)"
"org.hibernate.engine.jndi.internal.JndiServiceInitiator","16 B (0%)","1 (0%)"
"java.security.CodeSigner[]","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.AsyncTaskMethodReturnValueHandler","16 B (0%)","1 (0%)"
"java.util.concurrent.atomic.AtomicReference[]","16 B (0%)","1 (0%)"
"org.springframework.core.OrderComparator","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$$Lambda$869.0x0000000100791440","16 B (0%)","1 (0%)"
"java.nio.Bits$1","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerPostProcessor","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$531.0x0000000100479040","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.expression.NoOpTokenExpression","16 B (0%)","1 (0%)"
"org.springframework.security.web.util.ThrowableAnalyzer$$Lambda$855.0x0000000100795440","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.async.DeferredResultProcessingInterceptor[]","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.AutowireUtils$$Lambda$433.0x00000001003e1040","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.NumberToDataSizeConverter","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.BeanMetaDataImpl$$Lambda$644.0x0000000100658840","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments$$Lambda$772.0x000000010074dc40","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationCollectors$$Lambda$328.0x000000010037b440","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$236.0x00000001002c6840","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletConfiguration","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy90","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy92","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy93","16 B (0%)","1 (0%)"
"java.util.Collections$EmptyEnumeration","16 B (0%)","1 (0%)"
"org.springframework.boot.util.LambdaSafe$InvocationResult","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$284.0x0000000100326440","16 B (0%)","1 (0%)"
"java.lang.Terminator$1","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.DefaultClockProvider","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy80","16 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy81","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.module.paramnames.ParameterExtractor","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.AbstractQueryCreator$$Lambda$830.0x0000000100774c40","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.ImmutableMutabilityPlan","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCAckHandler$$Lambda$306.0x000000010035ac40","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler","16 B (0%)","1 (0%)"
"sun.nio.ch.WindowsSelectorProvider","16 B (0%)","1 (0%)"
"org.springframework.context.expression.BeanFactoryAccessor","16 B (0%)","1 (0%)"
"java.lang.ProcessEnvironment$CheckedKeySet","16 B (0%)","1 (0%)"
"org.springframework.orm.jpa.AbstractEntityManagerFactoryBean$ManagedEntityManagerFactoryInvocationHandler","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.PartTree$OrPart$$Lambda$825.0x0000000100776440","16 B (0%)","1 (0%)"
"sun.security.provider.NativeSeedGenerator","16 B (0%)","1 (0%)"
